year_numeric,Moderate,Strong,Weak/Hedging
2020,5.859676175790286,3.700848111025443,90.43947571318427
2021,14.285714285714285,10.242587601078167,75.47169811320755
2022,11.859838274932615,6.199460916442049,81.94070080862534
2023,17.47685185185185,10.300925925925926,72.22222222222221
2024,8.030803080308031,7.2607260726072615,84.7084708470847
2025,3.6398467432950192,4.022988505747127,92.33716475095785
